conn_id,arr_trip_id,dep_trip_id,hub_id,arr_time_min,dep_time_min,min_wait_min,max_wait_min,weight
C1,20251121-GT-3958,20251121-ST-7410,UN,527.0,540.0,2,30,1.0
C2,20251121-25-25090,20251121-56-56171,02214,470.0,489.0,2,30,1.0
C3,20251121-25-25090,20251121-41-41152,00132,485.0,493.0,2,30,1.0
C4,20251121-41-41152,20251121-54-54241,02674,533.0,550.0,2,30,1.0
C5,20251121-GT-3960,20251121-ST-7412,UN,587.0,600.0,2,30,1.0
C6,20251121-30-30190,20251121-56-56201,08041,573.0,552.0,2,30,1.0
